Operating System,Graphics Processing Type,Processor Speed,Color,GPU,Release Year,Brand,Processor,SSD Capacity,Price,Screen Size,RAM Size,Resolution
11.5,Integrated,4.7,Gray,Intel Iris Xe Graphics,2022,Lenovo,7,2000,2793.74,14,16,2073600
11,Integrated,2.3,Gray,Intel Arc A370M,2022,Lenovo,7,1000,3914.65,16,32,4096000
11.5,Dedicated,3.2,Gray,NVIDIA GeForce RTX 3050 Ti,2022,Dell,6,4000,3270.72,15.6,16,2073600
11.5,Integrated,4.4,platinum Silver,Intel® Iris® Xe Graphics,2022,Dell,7,2000,2895.95,16,64,2304000
10,Integrated,3.9,Silver,Intel Iris Xe Graphics,2020,Dell,7,1000,3921.43,13.4,16,2304000
10,Dedicated,2,Black,NVIDIA GeForce RTX 2080 SUPER Max-Q,2020,Razer,7,1000,4088.37,15.6,16,2073600
11.5,Integrated,4.4,Black,AMD Radeon Graphics,2022,Lenovo,6,2000,2381.5,15.6,64,2073600
10.5,Dedicated,4.8,Silver/Carbon,NVIDIA GeForce GTX 1050 Ti with Max-Q,2021,Dell,9,1000,3890.57,15.6,32,8294400
10.5,Integrated,2.7,Silver,AMD Radeon Graphics,2022,HP,5,1000,4088.2,14,32,2304000
11,Dedicated,2.3,Black,NVIDIA GeForce RTX 2080 Super w/ Max-Q 8GB VRAM,2021,Razer,7,512,3918.02,17.3,16,2073600
10,Integrated,2.6,Gray,Intel(R) UHD Graphics,2021,Dell,9,1000,4054.3,15.6,16,2073600
11,Integrated,2.1,Red,Intel Iris Xe Graphics,2022,Samsung,7,512,4099.96,13.3,16,2073600
11,Integrated,2.1,Silver,Intel Iris Xe Graphics,2022,Samsung,7,512,4099.96,13.3,16,2073600
11,Dedicated,2.4,Black,NVIDIA GeForce RTX 3060,2021,MSI,7,512,4088.4,15.6,16,8294400
11,Dedicated,3.4,Gray,NVidia RTX 2050,2022,LG,7,1000,4088.37,16,16,4096000
11.5,Integrated,4.7,Silver,Intel Iris Xe Graphics,2022,HP,7,2000,2793.74,15.6,64,2073600
11,Dedicated,2,White,NVIDIA GeForce RTX 3070 Max-Q 8GB GDDR6,2021,HP,7,1000,4020.09,16.1,16,3686400
11.5,Integrated,4.8,Black,Intel Iris Xe Graphics,2022,Lenovo,7,512,4053.94,14,32,2073600
11,Dedicated,2.2,Black,NVIDIA GeForce RTX 3070,2021,Dell,7,512,4088.4,15.6,16,2073600
11,Integrated,3,Black,Intel Iris Xe Graphics,2021,Microsoft,7,256,3918.05,13,16,5529600
11.5,Integrated,4.4,Black,Intel Iris Xe Graphics,2022,Lenovo,5,512,3914.65,14,16,2304000
11,Dedicated,2.5,Black,NVIDIA GeForce RTX 3060,2022,ASUS,5,1000,4074.78,16,16,4096000
10.5,Integrated,3,Blue,Intel Iris Xe Graphics,2021,HP,7,512,4037.2,13.3,16,2073600
11,Integrated,4.8,Black,Iris Xe Graphics,2022,Lenovo,7,512,4081.59,14,16,3136000
10,Dedicated,2.6,Black,NVIDIA GeForce RTX 2080 Super,2020,Alienware,7,1000,4088.4,15.6,32,2073600
11.5,Dedicated,3.2,Gray,NVIDIA GeForce RTX 3050 Ti,2021,ASUS,6,512,3952.02,15.6,16,2073600
11.5,Dedicated,2,Gray,NVIDIA T1200 (4GB GDDR6),2022,HP,7,512,4050.93,15.6,16,2073600
11,Dedicated,4.6,Silver,NVIDIA GeForce RTX 3050Ti,2022,HP,7,2000,3899.15,15.6,32,8294400
11.5,Integrated,3,Black,Intel Iris Xe Graphics,2021,Microsoft,7,512,3974.41,13.5,16,3393024
10.5,Integrated,4.8,Silver,Intel Iris Xe Graphics,2021,Dell,7,512,4085,15.6,16,2073600
11,Dedicated,3.3,Phantom Blue,NVIDIA GeForce RTX 3050,2022,Lenovo,4,512,2224.74,15.6,8,2073600
11,Integrated,1.5,Silver,Intel Iris Xe Graphics,2020,HP,7,1000,2175.49,17.3,16,2073600
10.5,Integrated,2.8,Black,Intel Iris Xe Graphics,2020,Lenovo,7,512,2301,14,16,2073600
11,Dedicated,3.3,Phantom Blue,NVIDIA GeForce RTX 3050,2022,Lenovo,4,512,2245.05,15.6,8,2073600
10.5,Dedicated,2.6,Gray,NVIDIA Quadro T2000,2022,Dell,7,1.5,2214.55,15.6,16,2304000
10,Dedicated,2.1,Black,NVIDIA GeForce GTX 1660 Ti,2019,ASUS,6,512,2214.55,15.6,16,2073600
10.5,Dedicated,2.6,Gray,NVIDIA Quadro T1000,2021,Dell,7,512,2214.55,15.6,16,2304000
11,Dedicated,2,Black,Intel UHD Graphics,2022,Dell,5,512,1768.24,15.6,16,2073600
10,Integrated,2.8,Silver,Intel Iris Xe Graphics,2021,LG,7,1000,2044.2,16,16,4096000
11,Integrated,2.9,Silver,Intel Iris Xe Graphics,2021,LG,7,1000,2282.69,17,32,4096000
10,Dedicated,2.3,Black,NVIDIA GeForce RTX 2060,2019,Acer,5,256,2301,15.6,8,2073600
10.5,Dedicated,3.1,Silver,AMD Radeon 4GB GPU,2021,Dell,7,256,2040.8,15.6,16,2073600
11,Integrated,2,Silver,Intel UHD Graphics,2022,Dell,5,512,2087.63,14,8,2304000
11,Integrated,2,Silver,AMD Radeon,2022,Dell,6,1000,2040.8,16,16,2304000
11,Dedicated,2.5,Black,NVIDIA GeForce GTX 1650,2022,MSI,5,256,2074.87,15.6,8,2073600
10,Integrated,2.4,Silver,Intel Iris Xe Graphics,2021,Samsung,5,256,2049.94,15.6,8,2073600
11,Integrated,2,Sand,Integrated Intel UHD Graphics,2021,Lenovo,3,512,1563.81,15.6,16,2073600
11,Integrated,2.4,Black,Intel Iris Xe Graphics,2021,Microsoft,5,256,2381.5,13,8,5529600
10,Dedicated,2.1,Black,NVIDIA GeForce GTX 1050,2019,ASUS,4,256,2521.15,15.6,16,2073600
10,Dedicated,2.5,Black,NVIDIA GeForce RTX 3050 Ti,2020,Acer,5,512,2384.73,15.6,16,2073600
10.5,Integrated,2.4,Black,Intel Iris Xe Graphics,2021,Lenovo,5,256,2300.96,14,8,2073600
10.5,Integrated,4.2,Silver,* Intel® Iris® Xᵉ Graphics,2021,HP,5,256,2384.63,14,8,2073600
11,Dedicated,2,Black,not specified,2021,Microsoft,5,512,2546.82,15,512,2073600
11,Integrated,1.8,Abyss Blue Fabric Cover,AMD Radeon Graphics,2021,Lenovo,6,512,2555.22,13.3,16,2073600
10.5,Integrated,1.7,Black,Intel HD Graphics 620,2018,Dell,5,256,2313.36,14,32,1049088
11,Dedicated,4.2,Black,NVIDIA GeForce GTX 1650,2021,HP,5,512,2381.5,15.6,8,2073600
10.5,Integrated,4.5,Silver,AMD Radeon Graphics,2022,HP,6,512,2384.73,16,16,2073600
11,Integrated,2.4,Black,Intel Iris Xe Graphics,2021,HP,5,512,2551.85,13.3,8,8294400
10.5,Integrated,2.4,Silver,Intel Iris Xe Graphics,2021,Microsoft,5,256,2381.5,12.3,8,4990464
10,Dedicated,2.5,Black,NVIDIA GeForce RTX 3060,2021,MSI,5,512,2384.9,15.6,16,2073600
11,Dedicated,2.7,Black,NVIDIA GeForce RTX 3050 Ti,2021,GIGABYTE,5,512,2349.1,15.6,8,2073600
11.5,Integrated,1.8,Black,Intel Iris Xe Graphics,2021,Lenovo,5,512,2381.5,12.3,16,2457600
11,Dedicated,4.2,Gray,NVIDIA® GeForce® GTX 1650,2021,HP,5,512,2535.66,16.1,32,2073600
11,Integrated,2.8,Black,Intel Iris Xe Graphics,2022,Dynabook,7,512,2316.73,15.6,16,2073600
10,Integrated,4.4,Platinum,Intel Iris Xe Graphics,2021,Microsoft,5,256,2510.14,13.5,8,3393024
11,Dedicated,2.4,Black,NVIDIA GeForce GTX 1650,2022,HP,5,512,2555.25,15.6,8,2073600
11,Dedicated,1.8,Black,NVIDIA Quadro P520 2GB VRAM,2021,Lenovo,7,1000,2316.73,14,32,8294400
10,Integrated,4.7,Black,Intel Iris Xe Graphics,2021,LG,5,512,2381.5,14,16,2304000
11,Integrated,2.8,Natural silver,Intel Iris Xe Graphics,2022,HP,7,512,2453.04,15.6,16,1049088
11.5,Integrated,3,Stone Grey,Intel HD Graphics,2022,Lenovo,7,1000,2551.85,14,16,2073600
11.5,Integrated,1.7,Silver,Intel UHD Graphics 620,2020,HP,5,1000,1254.46,13,32,2073600
11,Dedicated,2.3,Silver,NVIDIA GeForce RTX 3050 Ti,2021,Dell,7,1000,2844.85,15.6,16,7464960
11,Integrated,3,Black,Intel Iris Xe Graphics,2021,Microsoft,7,256,2725.6,13,16,5529600
10,Integrated,4.5,Blue,Intel Iris Xe Graphics,2021,ASUS,5,512,2793.74,14,8,2073600
10,Integrated,4.5,Blue,Intel Iris Xe Graphics,2021,ASUS,5,512,2895.95,14,8,2073600
10,Dedicated,1.8,Silver,GTX 1050,2018,Lenovo,7,512,2895.92,15.6,16,8294400
11,Dedicated,3.3,Black,NVIDIA GeForce RTX 3070,2022,Razer,8,1000,2861.88,14,16,3686400
11.5,Integrated,3,Gray,Intel Iris Xe Graphics,2022,Dell,7,512,2895.95,14,16,2073600
11,Dedicated,3.2,Blue,NVIDIA GeForce RTX 3070,2021,Lenovo,6,512,2677.52,15.6,16,2073600
11,Integrated,4.7,Silver,Intel Iris Xe Graphics,2021,Framework,7,512,2725.6,13.5,32,3393024
10,Dedicated,3.1,Gray,NVIDIA GeForce RTX 3070,2022,ASUS,8,1000,2725.6,15.6,16,3686400
10.5,Integrated,2.8,Black,Intel Iris Xe Graphics,2021,Lenovo,7,512,2884.61,14,16,2304000
10,Dedicated,3.3,Silver,NVIDIA GeForce RTX 3060,2021,ASUS,8,1000,2725.6,14,16,2073600
11.5,Integrated,2.7,Gray,AMD Radeon™ 680M Graphics,2022,Lenovo,6,512,2725.57,13.3,16,2304000
10,Dedicated,1.3,Platinum,NVIDIA GeForce GTX 1660 Ti,2020,Microsoft,7,256,2722.2,15,16,6998400
10,Dedicated,1.3,Silver,NVIDIA GeForce GTX 1650 Max-Q,2020,Microsoft,7,512,2715.18,13.5,32,6000000
11,Dedicated,3.3,Black,NVIDIA GeForce RTX 3060,2021,Lenovo,4,512,2677.48,15.6,8,2073600
11,Dedicated,3,White,NVIDIA GeForce RTX 3060,2021,ASUS,8,1000,2725.6,14,16,2073600
10,Integrated,3,Black,Intel Iris Xe Graphics,2020,Lenovo,7,512,2827.78,14,16,8294400
11,Integrated,4.7,Silver,Intel Iris Xe Graphics,2021,Framework,7,500,2725.6,13.5,16,3393024
10,Dedicated,3.3,Grey,NVIDIA GeForce RTX 3060,2021,ASUS,7,1000,2886.71,15.6,16,2073600
11.5,Dedicated,2.6,Silver,NVIDIA GeForce GTX 1650,2020,Dell,7,512,2824.41,15.6,16,2304000
11.5,Integrated,2.6,Silver,NVIDIA GeForce GTX 1650,2019,Dell,7,256,2719.36,15.6,16,8294400
10,Dedicated,2.6,Black,NVIDIA GeForce RTX 2070,2020,ASUS,7,512,2725.6,15.6,16,2073600
10,Dedicated,4.5,White,NVIDIA GeForce RTX 2060,2019,Alienware,7,512,2895.95,15.6,16,2073600
11.5,Integrated,3.4,Graphite,Intel Iris Xe Graphics,2022,Samsung,7,512,2719.36,14,16,2073600
10.5,Dedicated,2.7,Silver,Nvidia Quadro P1000M,2018,HP,5,250,2865.79,15.6,32,2073600
10,Dedicated,2.6,Black,NVIDIA GeForce RTX 2060,2020,Razer,7,512,2928.54,15.6,16,2073600
10,Dedicated,3.3,Black,AMD Radeon RX 6800M,2021,ASUS,8,1000,2928.54,15.6,16,3686400
11.5,Integrated,4.4,Black,AMD Radeon Graphics,2022,Lenovo,6,2000,2381.5,15.6,64,2073600
11.5,Integrated,4.4,platinum Silver,Intel® Iris® Xe Graphics,2022,Dell,7,2000,2895.95,16,64,2304000
11,Dedicated,2,Mica Silver,NVIDIA GeForce GTX 1650,2022,HP,5,512,2381.5,15,16,2073600
10,Dedicated,2,Black,NVIDIA GeForce GTX 1650,2021,Acer,4,512,2585.92,15.6,16,2073600
11,Integrated,2.1,Silver,Intel Iris Xe Graphics,2022,Samsung,7,512,3134.27,15.6,8,2073600
11,Integrated,2.1,Natural silver,Intel Iris Xe Graphics,2022,HP,7,512,2981.13,15.6,16,2073600
11.5,Integrated,4.7,Silver,Intel Iris Xe Graphics,2022,HP,7,2000,2793.74,15.6,64,2073600
11.5,Integrated,1.7,Silver,Intel Iris Xe Graphics,2022,HP,7,2000,2790.34,13.3,8,2304000
11,Integrated,2.3,Black,Intel Iris Xe Graphics,2022,ASUS,7,512,3052.68,14.5,12,5184000
11,Integrated,3.7,Silver,Intel UHD Graphics,2021,HP,3,256,3066.3,15.6,8,2073600
11.5,Integrated,2.3,Blue,AMD Radeon Graphics,2021,ASUS,8,1000,3066.27,14,16,2073600
10,Dedicated,2.6,Black,NVIDIA GeForce GTX 1650,2020,ASUS,7,1000,3049.87,15.6,8,2073600
10,Dedicated,3.1,Grey,NVIDIA GeForce RTX 3060,2019,ASUS,5,512,3137.68,15.6,8,2073600
10.5,Integrated,4.1,Black,AMD Radeon Graphics,2021,Lenovo,6,512,2928.33,14,16,2073600
11,Dedicated,4.6,Gray,NVIDIA® GeForce® RTX 3050Ti,2022,HP,7,1000,2954.72,16.1,16,2073600
10.5,Integrated,4.4,Silver,Intel Iris Xe Graphics,2022,HP,5,256,2928.33,14,16,2073600
10,Dedicated,1.8,Silver,NVIDIA GeForce MX150,2019,HP,7,512,2928.33,13.3,16,2073600
10,Dedicated,2,Black,NVIDIA GeForce GTX 1650,2020,Acer,5,512,2619.99,15.6,16,2073600
10,Dedicated,2.2,Black,NVIDIA GeForce RTX 2060,2018,MSI,7,512,3066.27,15.6,16,2073600
10.5,Dedicated,2.7,TITAN Grey,NVIDIA Quadro T1000,2022,Dell,7,512,3056.08,15.6,32,2304000
11,Dedicated,3.3,Black,RTX 3080 laptop GPU,2021,ASUS,8,512,3723.43,15.6,32,2073600
10,Dedicated,3.1,Gray,NVIDIA GeForce RTX 3070,2021,ASUS,8,1000,3577.35,15.6,16,3686400
11,Dedicated,2,Shadow Black,GeForce RTX 3050 4GB,2022,Lenovo,5,512,2483.71,15.6,16,2073600
11.5,Integrated,4.4,Black,Intel Iris Xe Graphics,2022,Lenovo,5,512,3744.3,14,16,2304000
10,Dedicated,4.6,Black,NVIDIA GeForce GTX 1650 Max-Q,2021,ASUS,8,1000,3761.08,13.3,16,2304000
11,Dedicated,4.6,Black,NVIDIA GeForce RTX 3070,2021,System76,7,1000,3747.7,15.6,64,8294400
11,Integrated,1.7,Black,Intel UHD Graphics,2020,Google,7,256,3765.23,13.3,16,8294400
11.5,Integrated,4.7,Silver,Intel Iris Xe Graphics,2022,HP,7,2000,2657.46,15.6,64,2073600
10,Dedicated,2.6,Black,NVIDIA GeForce GTX 1650,2020,HP,7,512,3577,15.6,16,8294400
11.5,Integrated,4.7,Silver,Intel Iris Xe Graphics,2022,HP,7,4000,2895.95,15.6,64,2073600
11,Integrated,2,Shadow Black,Intel Iris Xe Graphics,2021,Lenovo,7,2000,3608.02,14,16,8294400
11,Dedicated,2.8,White,NVIDIA GeForce RTX 3060,2022,ASUS,6,512,3677.83,14,16,2073600
10.5,Integrated,3,Black,Intel UHD Graphics,2021,Lenovo,5,1000,3577.35,13.3,8,3145728
10,Dedicated,3.2,Blue,NVIDIA GeForce RTX 3060,2021,Lenovo,6,512,3761.08,15.6,8,2073600
11.5,Integrated,4.7,Gray,Intel Iris Xe Graphics,2022,Lenovo,7,2000,2793.74,14,16,2073600
11,Integrated,4.6,Dark Side Of The Moon,NVIDIA GeForce RTX 3080,2022,Alienware,7,1000,3573.01,15.6,32,2073600
11.5,Integrated,4.2,Silver,Intel Iris Xe Graphics,2021,HP,5,2000,2214.55,15.6,64,2073600
11,Integrated,2.8,Green,Intel Iris Xe Graphics,2022,LG,7,512,3761.08,14,16,2304000
10,Integrated,3.2,Black,NVIDIA GeForce RTX 3070,2021,Razer,8,1000,3632.56,14,16,3686400
11,Dedicated,2.6,Black,NVIDIA GeForce RTX 3060,2020,Acer,7,1000,3556.09,15.6,16,2073600
11,Dedicated,4.4,Gray,NVIDIA® GeForce® RTX 3070,2022,HP,5,1000,3663.38,16.1,32,3686400
10,Dedicated,3,White,NVIDIA GeForce RTX 3060,2021,ASUS,8,1000,3744.3,14,16,2073600
11,Integrated,2.1,Silver,Intel Iris Xe Graphics,2022,Samsung,7,512,3660.68,13.3,16,2073600
11.5,Integrated,2.3,Silver,Nvidia GeForce RTX 3050 Ti,2021,Dell,7,512,3556.91,15.4,16,2073600
10,Dedicated,2.9,Grey,NVIDIA GeForce GTX 1650 Ti,2020,ASUS,6,512,3577,14,16,2073600
10.5,Dedicated,2.3,Silver,Nvidia T1200 (4GB),2022,HP,7,512,3577.32,15.6,16,2073600
11,Dedicated,4.2,Black,NVIDIA GeForce GTX 1650,2021,HP,5,512,2381.5,15.6,8,2073600
11.5,Integrated,2.8,Black,Intel Iris Xe Graphics,2022,ASUS,7,1000,3747.67,13.3,16,8294400
10,Dedicated,2.9,Silver,Gtx 980m 8GB,2015,Dell,7,512,3535.17,17.3,32,2073600
10.5,Integrated,3,Black,Intel Iris Xe Graphics,2021,Dell,7,512,3761.08,14,32,2073600
11,Integrated,1.7,Silver,Intel Iris Xe Graphics,2022,Microsoft,7,512,4088.4,15,16,4153344
11.5,Integrated,3,Black,Intel Iris Xe Graphics,2021,Microsoft,7,1000,3974.45,15,32,4153344
11.5,Integrated,4.7,Gray,Intel Iris Xe Graphics,2022,Lenovo,7,2000,2793.74,14,16,2073600
11,Integrated,2.3,Gray,Intel Arc A370M,2022,Lenovo,7,1000,3914.65,16,32,4096000
11.5,Dedicated,3.2,Gray,NVIDIA GeForce RTX 3050 Ti,2022,Dell,6,4000,3270.72,15.6,16,2073600
11.5,Integrated,4.4,platinum Silver,Intel® Iris® Xe Graphics,2022,Dell,7,2000,2895.95,16,64,2304000
10,Integrated,3.9,Silver,Intel Iris Xe Graphics,2020,Dell,7,1000,3921.43,13.4,16,2304000
10,Dedicated,2,Black,NVIDIA GeForce RTX 2080 SUPER Max-Q,2020,Razer,7,1000,4088.37,15.6,16,2073600
11.5,Integrated,4.4,Black,AMD Radeon Graphics,2022,Lenovo,6,2000,2381.5,15.6,64,2073600
10.5,Dedicated,4.8,Silver/Carbon,NVIDIA GeForce GTX 1050 Ti with Max-Q,2021,Dell,9,1000,3890.57,15.6,32,8294400
10.5,Integrated,2.7,Silver,AMD Radeon Graphics,2022,HP,5,1000,4088.2,14,32,2304000
11,Dedicated,2.3,Black,NVIDIA GeForce RTX 2080 Super w/ Max-Q 8GB VRAM,2021,Razer,7,512,3918.02,17.3,16,2073600
10,Integrated,2.6,Gray,Intel(R) UHD Graphics,2021,Dell,9,1000,4054.3,15.6,16,2073600
11,Integrated,2.1,Red,Intel Iris Xe Graphics,2022,Samsung,7,512,4099.96,13.3,16,2073600
11,Integrated,2.1,Silver,Intel Iris Xe Graphics,2022,Samsung,7,512,4099.96,13.3,16,2073600
11,Dedicated,2.4,Black,NVIDIA GeForce RTX 3060,2021,MSI,7,512,4088.4,15.6,16,8294400
11,Dedicated,3.4,Gray,NVidia RTX 2050,2022,LG,7,1000,4088.37,16,16,4096000
11.5,Integrated,4.7,Silver,Intel Iris Xe Graphics,2022,HP,7,2000,2793.74,15.6,64,2073600
11,Dedicated,2,White,NVIDIA GeForce RTX 3070 Max-Q 8GB GDDR6,2021,HP,7,1000,4020.09,16.1,16,3686400
11.5,Integrated,4.8,Black,Intel Iris Xe Graphics,2022,Lenovo,7,512,4053.94,14,32,2073600
11,Dedicated,2.2,Black,NVIDIA GeForce RTX 3070,2021,Dell,7,512,4088.4,15.6,16,2073600
11,Integrated,3,Black,Intel Iris Xe Graphics,2021,Microsoft,7,256,3918.05,13,16,5529600
11.5,Integrated,4.4,Black,Intel Iris Xe Graphics,2022,Lenovo,5,512,3914.65,14,16,2304000
11,Dedicated,2.5,Black,NVIDIA GeForce RTX 3060,2022,ASUS,5,1000,4074.78,16,16,4096000
10.5,Integrated,3,Blue,Intel Iris Xe Graphics,2021,HP,7,512,4037.2,13.3,16,2073600
11,Integrated,4.8,Black,Iris Xe Graphics,2022,Lenovo,7,512,4081.59,14,16,3136000
10,Dedicated,2.6,Black,NVIDIA GeForce RTX 2080 Super,2020,Alienware,7,1000,4088.4,15.6,32,2073600
11.5,Dedicated,3.2,Gray,NVIDIA GeForce RTX 3050 Ti,2021,ASUS,6,512,3952.02,15.6,16,2073600
11.5,Dedicated,2,Gray,NVIDIA T1200 (4GB GDDR6),2022,HP,7,512,4050.93,15.6,16,2073600
11,Dedicated,4.6,Silver,NVIDIA GeForce RTX 3050Ti,2022,HP,7,2000,3899.15,15.6,32,8294400
11.5,Integrated,3,Black,Intel Iris Xe Graphics,2021,Microsoft,7,512,3974.41,13.5,16,3393024
10.5,Integrated,4.8,Silver,Intel Iris Xe Graphics,2021,Dell,7,512,4085,15.6,16,2073600
10.5,Dedicated,5.1,Black,NVIDIA GeForce RTX 2070 8GB SUPER Max-Q,2020,Lenovo,5,1000,4187.21,15.6,32,8294400
10,Dedicated,2.6,Black,NVIDIA GeForce RTX 2070 Max-Q,2020,HP,7,1000,4183.59,15.6,16,2073600
10,Dedicated,2.9,Black,NVIDIA GeForce GTX 1660 Ti,2020,ASUS,6,1000,4183.59,15.6,16,2073600
11.5,Integrated,2.8,Black,None,2017,Lenovo,7,256,4183.59,14,16,2073600
10.5,Integrated,2.6,Gray,Intel Iris Xe Graphics,2022,Dell,5,256,4379.84,14,16,4096000
11,Integrated,1.8,Silver,Intel Iris Xe Graphics,2022,Samsung,5,256,4141.79,13.3,8,2073600
10.5,Dedicated,2.4,Silver,Nvidia RTX 3000,2019,Dell,9,512,4289.42,15.6,64,2073600
10.5,Integrated,3.6,Black,Intel Iris Xe Graphics,2022,Dell,7,512,4330.06,14,32,2073600
11,Integrated,2.1,Silver,Intel Iris Xe Graphics,2022,Samsung,7,512,4388.63,15.6,16,2073600
11,Dedicated,2.4,White,NVIDIA GeForce RTX 3060,2021,Alienware,7,256,4289.42,15.6,16,2073600
11.5,Dedicated,4.8,Gray,Nvidia Quadro T550,2022,HP,7,512,4258.55,16,16,2304000
10.5,Dedicated,5,Silver/Carbon,NVIDIA GeForce 1650 Ti,2021,Dell,7,1000,4350.77,15.6,32,8294400
11,Dedicated,4.6,Silver,NVIDIA GeForce RTX 3060,2022,HP,7,2000,4209.18,15.6,32,8294400
11,Dedicated,4.6,Silver,NVIDIA GeForce RTX 3060,2022,HP,7,2000,4246.66,15.6,32,8294400
11,Dedicated,2.9,Black,Intel Arc A370M,2022,HP,7,1000,4258.76,13.5,16,9216000
11,Integrated,3.4,Silver,Intel Iris Xe Graphics,2022,HP,7,512,4346.79,17.3,16,2073600
11.5,Dedicated,2.8,Gray,NVIDIA T500,2020,HP,7,512,4329.56,14,32,2073600
11,Dedicated,3.3,Phantom Blue,NVIDIA GeForce RTX 3050,2022,Lenovo,4,512,2224.74,15.6,8,2073600
11,Integrated,1.5,Silver,Intel Iris Xe Graphics,2020,HP,7,1000,2175.49,17.3,16,2073600
10.5,Integrated,2.8,Black,Intel Iris Xe Graphics,2020,Lenovo,7,512,2301,14,16,2073600
11,Dedicated,3.3,Phantom Blue,NVIDIA GeForce RTX 3050,2022,Lenovo,4,512,2245.05,15.6,8,2073600
10.5,Dedicated,2.6,Gray,NVIDIA Quadro T2000,2022,Dell,7,1.5,2214.55,15.6,16,2304000
10,Dedicated,2.1,Black,NVIDIA GeForce GTX 1660 Ti,2019,ASUS,6,512,2214.55,15.6,16,2073600
10.5,Dedicated,2.6,Gray,NVIDIA Quadro T1000,2021,Dell,7,512,2214.55,15.6,16,2304000
11,Dedicated,2,Black,Intel UHD Graphics,2022,Dell,5,512,1768.24,15.6,16,2073600
10,Integrated,2.8,Silver,Intel Iris Xe Graphics,2021,LG,7,1000,2044.2,16,16,4096000
11,Integrated,2.9,Silver,Intel Iris Xe Graphics,2021,LG,7,1000,2282.69,17,32,4096000
10,Dedicated,2.3,Black,NVIDIA GeForce RTX 2060,2019,Acer,5,256,2301,15.6,8,2073600
10.5,Dedicated,3.1,Silver,AMD Radeon 4GB GPU,2021,Dell,7,256,2040.8,15.6,16,2073600
11,Integrated,2,Silver,Intel UHD Graphics,2022,Dell,5,512,2087.63,14,8,2304000
11,Integrated,2,Silver,AMD Radeon,2022,Dell,6,1000,2040.8,16,16,2304000
11,Dedicated,2.5,Black,NVIDIA GeForce GTX 1650,2022,MSI,5,256,2074.87,15.6,8,2073600
10,Integrated,2.4,Silver,Intel Iris Xe Graphics,2021,Samsung,5,256,2049.94,15.6,8,2073600
11,Integrated,2,Sand,Integrated Intel UHD Graphics,2021,Lenovo,3,512,1563.81,15.6,16,2073600
11,Integrated,2.4,Black,Intel Iris Xe Graphics,2021,Microsoft,5,256,2381.5,13,8,5529600
10,Dedicated,2.1,Black,NVIDIA GeForce GTX 1050,2019,ASUS,4,256,2521.15,15.6,16,2073600
10,Dedicated,2.5,Black,NVIDIA GeForce RTX 3050 Ti,2020,Acer,5,512,2384.73,15.6,16,2073600
10.5,Integrated,2.4,Black,Intel Iris Xe Graphics,2021,Lenovo,5,256,2300.96,14,8,2073600
10.5,Integrated,4.2,Silver,* Intel® Iris® Xᵉ Graphics,2021,HP,5,256,2384.63,14,8,2073600
11,Dedicated,2,Black,not specified,2021,Microsoft,5,512,2546.82,15,512,2073600
11,Integrated,1.8,Abyss Blue Fabric Cover,AMD Radeon Graphics,2021,Lenovo,6,512,2555.22,13.3,16,2073600
10.5,Integrated,1.7,Black,Intel HD Graphics 620,2018,Dell,5,256,2313.36,14,32,1049088
11,Dedicated,4.2,Black,NVIDIA GeForce GTX 1650,2021,HP,5,512,2381.5,15.6,8,2073600
10.5,Integrated,4.5,Silver,AMD Radeon Graphics,2022,HP,6,512,2384.73,16,16,2073600
11,Integrated,2.4,Black,Intel Iris Xe Graphics,2021,HP,5,512,2551.85,13.3,8,8294400
10.5,Integrated,2.4,Silver,Intel Iris Xe Graphics,2021,Microsoft,5,256,2381.5,12.3,8,4990464
10,Dedicated,2.5,Black,NVIDIA GeForce RTX 3060,2021,MSI,5,512,2384.9,15.6,16,2073600
11,Dedicated,2.7,Black,NVIDIA GeForce RTX 3050 Ti,2021,GIGABYTE,5,512,2349.1,15.6,8,2073600
11.5,Integrated,1.8,Black,Intel Iris Xe Graphics,2021,Lenovo,5,512,2381.5,12.3,16,2457600
11,Dedicated,4.2,Gray,NVIDIA® GeForce® GTX 1650,2021,HP,5,512,2535.66,16.1,32,2073600
11,Integrated,2.8,Black,Intel Iris Xe Graphics,2022,Dynabook,7,512,2316.73,15.6,16,2073600
10,Integrated,4.4,Platinum,Intel Iris Xe Graphics,2021,Microsoft,5,256,2510.14,13.5,8,3393024
11,Dedicated,2.4,Black,NVIDIA GeForce GTX 1650,2022,HP,5,512,2555.25,15.6,8,2073600
11,Dedicated,1.8,Black,NVIDIA Quadro P520 2GB VRAM,2021,Lenovo,7,1000,2316.73,14,32,8294400
10,Integrated,4.7,Black,Intel Iris Xe Graphics,2021,LG,5,512,2381.5,14,16,2304000
11,Integrated,2.8,Natural silver,Intel Iris Xe Graphics,2022,HP,7,512,2453.04,15.6,16,1049088
11.5,Integrated,3,Stone Grey,Intel HD Graphics,2022,Lenovo,7,1000,2551.85,14,16,2073600
11.5,Integrated,1.7,Silver,Intel UHD Graphics 620,2020,HP,5,1000,1254.46,13,32,2073600
11,Dedicated,2.3,Silver,NVIDIA GeForce RTX 3050 Ti,2021,Dell,7,1000,2844.85,15.6,16,7464960
11,Integrated,3,Black,Intel Iris Xe Graphics,2021,Microsoft,7,256,2725.6,13,16,5529600
